,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
10,10,10,10,10,10,246174296,23 09 21.698,-05 33 00.39,1,15.505,,,423-141001,23092170-0533002,8066-301-2-0058-0115,STAR,JHK,rpm,48.3,4.2,-45.1,5.4,,,,,,,,,,,,,,,,,13.448,0.026,12.789,0.028,12.648,0.029,4052,220,157,4.835,0.055,0.066,-0.249,0.25,0.25,0.44,0.056,0.059,0.494,0.058,0.069,5.6,1.989,1.253,246,54.98,38.06,0.034,0.008,0.007,AAA-222-111-000-0-0,39.2,
11,11,11,11,11,11,246174336,23 25 17.562,-05 32 58.25,1,10.466,,5250-394-1,423-141413,23251756-0532583,,STAR,gri,plx,14.2,3.2,-14.2,3.4,,,11.856,0.183,10.726,0.08,,,11.32,0.06,10.446,0.02,10.1,0.02,,,8.804,0.019,8.22,0.026,8.107,0.016,4641,75,75,2.423,0.19,0.266,-0.192,0.2,0.36,10.551,2.501,2.319,1.118,0.184,0.184,9.45E-04,9.19E-04,5.27E-04,676.7,229.2,229.2,0.04,0.013,0.009,AAA-111-111-000-0-0,6,
12,12,12,12,12,12,246174352,23 10 04.197,-05 32 57.07,1,14.383,,,423-141024,23100421-0532569,8066-301-2-0060-0003,STAR,gri,rpm,-62.4,2.9,-44.4,3.8,,,16.178,0.08,14.907,0.044,,,15.591,0.046,14.404,0.049,13.866,0.07,,,12.418,0.024,11.786,0.022,11.622,0.019,4082,122,146,4.831,0.045,0.045,-0.264,0.24,0.2,0.448,0.05,0.045,0.508,0.051,0.061,5.532,1.196,1.158,154.9,25.42,18.43,0.028,0.009,0.005,AAA-222-111-000-0-0,46.7,
13,13,13,13,13,13,246174366,23 16 34.301,-05 32 56.11,1,12.875,,,423-141196,23163430-0532559,,STAR,gri,rpm,-7.3,1.7,-15,1.9,,,13.848,0.03,13.057,0.032,,,13.394,0.01,12.838,0.01,12.652,0.02,,,11.698,0.026,11.349,0.025,11.287,0.025,5642,67,90,4.452,0.07,0.532,-0.078,0.16,0.24,0.952,0.888,0.109,0.945,0.111,0.062,1.079,0.344,0.914,360.2,349.3,40.06,0.041,0.009,0.009,AAA-222-111-000-0-0,44.6,
14,14,14,14,14,14,246174406,23 31 49.262,-05 32 53.13,1,14.658,,,423-141550,23314925-0532531,8066-301-2-0096-0016,STAR,gri,rpm,-7.2,2.5,-35.1,3,,,15.861,0.11,14.983,0.03,,,15.407,0.05,14.683,0.05,14.338,0.077,,,13.389,0.022,12.923,0.026,12.874,0.024,5124,102,164,4.594,0.056,0.035,-0.278,0.18,0.45,0.726,0.048,0.087,0.758,0.059,0.088,1.956,0.501,0.276,535.7,51.68,81.84,0.033,0.01,0.004,AAA-222-111-000-0-0,98.7,
15,15,15,15,15,15,246174444,23 04 43.419,-05 32 49.78,1,15.674,,,423-140887,23044342-0532496,8066-301-2-0051-0095,STAR,gri,rpm,-20.9,4.6,-2.9,5.7,,,16.792,0.13,15.96,0.064,,,16.445,0.059,15.615,0.066,15.344,0.104,,,14.353,0.026,13.797,0.04,13.834,0.062,4796,145,116,4.635,0.056,0.04,-0.312,0.25,0.35,0.659,0.063,0.075,0.712,0.06,0.084,2.348,0.691,0.35,718.2,85.78,104.9,0.036,0.013,0.007,AAA-222-111-000-0-0,47.3,
16,16,16,16,16,16,246174461,23 02 20.455,-05 32 48.50,1,15.519,,,423-140813,23022045-0532486,8066-301-2-0047-0025,STAR,gri,rpm,1.2,4.2,2.2,5.5,,,16.52,0.11,15.739,0.059,,,16.228,0.055,15.392,0.062,15.215,0.099,,,14.18,0.03,13.715,0.041,13.6,0.047,5005,152,152,4.579,0.048,1.008,-0.192,0.25,0.4,0.761,1.864,0.07,0.811,0.095,0.079,1.809,0.391,1.753,806.4,1983,113.7,0.039,0.011,0.009,AAA-222-111-000-0-0,49.2,
17,17,17,17,17,17,246174507,23 10 34.638,-05 32 45.80,1,11.315,,5249-441-1,423-141041,23103463-0532458,,STAR,gri,plx,-20.3,2.4,-28.2,2.6,,,12.063,0.202,11.516,0.157,,,11.636,0.03,11.328,0.04,11.178,0.06,,,10.403,0.022,10.208,0.025,10.158,0.023,6457,156,156,3.994,0.135,0.135,-0.026,0.12,0.15,1.941,0.473,0.323,1.433,0.145,0.145,0.179,0.115,0.07,603.2,179.3,179.3,0.037,0.013,0.008,AAA-222-111-000-0-0,9.8,
18,18,18,18,18,18,246174551,23 18 07.814,-05 32 43.04,1,18.813,,,,23180781-0532430,8066-301-2-0073-0248,STAR,gri,,54,4,-15,4,,,,,,,22.09,0.325,20.362,0.026,18.939,0.013,18.149,0.01,17.705,0.023,16.438,0.123,15.865,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,BCD-222-111-000-0-0,64.6,
19,19,19,19,19,19,246174585,23 11 18.054,-05 32 40.43,1,15.271,,,423-141065,23111805-0532404,8066-301-2-0062-0032,STAR,gri,rpm,-2,2.9,4.5,3.7,,,16.41,0.09,15.677,0.057,,,15.873,0.05,15.394,0.061,15.013,0.093,,,13.972,0.026,13.483,0.036,13.436,0.038,5205,187,124,3.139,1.204,0.86,-1.026,0.5,1.1,3.625,5.976,2.698,0.832,0.065,0.04,0.01,0.584,0.01,3610,5777,2663,0.036,0.013,0.007,AAA-222-111-000-0-0,42.3,
20,20,20,20,20,20,246174588,23 12 35.159,-05 32 40.07,1,14.437,,,423-141109,23123515-0532398,8066-301-2-0064-0036,STAR,gri,rpm,62.7,2.9,-41.6,3.6,,,16.143,0.05,14.878,0.14,,,15.613,0.04,14.379,0.14,13.933,0.13,,,12.601,0.021,11.92,0.025,11.844,0.023,4220,127,153,4.768,0.04,0.056,-0.144,0.2,0.24,0.514,0.061,0.04,0.582,0.051,0.051,4.109,0.719,0.934,201.9,39.95,24.43,0.031,0.009,0.005,AAA-222-111-000-0-0,74.6,
21,21,21,21,21,21,246174625,23 22 04.731,-05 32 37.05,1,16.723,,,,23220473-0532370,8066-301-2-0080-0121,EXTENDED,gri,,-3,2,7,2,,,,,,,19.003,0.066,17.625,0.008,16.809,0.006,16.337,0.006,15.969,0.015,15.827,0.09,15.192,0.122,14.488,0.09,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,51.4,
22,22,22,22,22,22,246174653,23 27 19.092,-05 32 35.97,1,10.445,,5250-54-1,423-141467,23271908-0532358,,STAR,gri,plx,-23.1,1.6,-53.7,1.8,,,10.904,0.061,10.473,0.056,,,10.624,0.04,10.386,0.02,10.157,0.01,,,9.382,0.024,9.169,0.026,9.095,0.025,6233,126,101,4.176,0.125,0.15,-0.649,0.4,0.4,1.302,0.231,0.165,0.924,0.2,0.077,0.406,0.202,0.156,191,28.29,28.29,0.032,0.013,0.007,AAA-222-111-000-0-0,22.9,
23,23,23,23,23,23,246174729,23 03 28.267,-05 32 30.29,1,13.223,,,423-140855,23032827-0532304,8066-301-2-0049-0027,STAR,gri,rpm,19.8,2.6,0.8,3.2,,,14.408,0.02,13.461,0.033,,,13.953,0.034,13.166,0.042,12.91,0.063,,,11.874,0.023,11.462,0.024,11.359,0.024,5160,125,125,4.556,0.035,0.763,0.005,0.12,0.21,0.803,1.381,0.072,0.878,0.145,0.08,1.59,0.322,1.49,309.8,553.8,35.6,0.036,0.014,0.01,AAA-222-111-000-0-0,57.1,
24,24,24,24,24,24,246174740,23 51 22.034,-05 32 29.73,1,14.16,,,423-141995,23512202-0532297,7824-301-2-0302-0023,STAR,gri,rpm,5.1,2.4,-7.2,2.7,,,15.36,0.02,14.41,0.039,,,14.885,0.039,14.123,0.046,13.849,0.07,,,12.614,0.026,12.111,0.022,11.982,0.026,4978,80,100,3.245,1.284,0.535,-0.571,0.5,0.25,3.742,3.067,2.953,0.906,0.076,0.091,0.015,1.18,0.013,1809,1313,1416,0.041,0.014,0.008,AAA-222-111-000-0-0,38.8,
25,25,25,25,25,25,246174754,23 22 28.827,-05 32 28.42,1,15.138,,,423-141343,23222882-0532283,8066-301-2-0080-0174,STAR,gri,rpm,-25.6,3.5,2.5,4.6,,,17.025,0.19,15.749,0.15,,,16.359,0.05,15.163,0.04,14.615,0.22,,,13.074,0.023,12.435,0.025,12.219,0.027,4063,163,196,4.827,0.04,0.072,-0.089,0.2,0.28,0.454,0.08,0.039,0.509,0.094,0.047,5.308,1.074,1.498,216.2,49.79,25.28,0.031,0.011,0.007,AAA-222-111-000-0-0,24.6,
26,26,26,26,26,26,246174766,23 11 32.832,-05 32 27.56,1,11.075,,5249-436-1,423-141076,23113283-0532274,,STAR,gri,plx,81.7,2.3,31.1,2.5,,,11.756,0.139,11.123,0.117,,,11.621,0.01,11.056,0.14,10.841,0.2,,,10.016,0.024,9.682,0.025,9.588,0.021,5681,172,137,4.462,0.045,0.063,-0.076,0.16,0.24,0.942,0.09,0.069,0.966,0.066,0.092,1.123,0.212,0.241,167.2,26.65,26.65,0.031,0.01,0.006,AAA-222-111-000-0-0,12.1,
27,27,27,27,27,27,246174789,23 03 09.628,-05 32 25.66,1,11.984,,,423-140845,,,STAR,gri,,28.2,3.2,-2,4.2,,,12.981,0.041,12.153,0.03,,,12.579,0.031,11.928,0.04,11.729,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,28,28,28,28,246174835,23 26 52.920,-05 32 21.92,1,15.262,,,423-141454,23265290-0532218,8066-301-2-0088-0003,STAR,gri,rpm,9.4,3.6,0.3,4.7,,,16.514,0.05,15.552,0.055,,,16.037,0.01,15.201,0.01,14.93,0.11,,,13.824,0.027,13.246,0.027,13.199,0.034,4840,76,76,4.626,0.054,0.045,-0.251,0.25,0.35,0.69,0.067,0.095,0.746,0.071,0.099,2.236,0.705,0.398,592.4,73.82,101.5,0.039,0.014,0.009,AAA-222-111-000-0-0,38.7,
29,29,29,29,29,29,246174897,23 05 20.294,-05 32 17.42,1,17.154,,,,23052029-0532174,8066-301-2-0052-0152,STAR,gri,rpm,-7,2,-2,2,,,,,,,20.774,0.106,18.137,0.007,17.105,0.005,16.732,0.005,16.507,0.009,15.463,0.059,15.028,0.088,14.864,0.126,4464,69,69,4.712,0.08,0.06,-0.328,0.3,0.36,0.576,0.07,0.086,0.621,0.073,0.088,3.231,1.439,0.664,912.9,137.7,163,0.039,0.013,0.01,AAB-222-111-000-0-0,30.6,
30,30,30,30,30,30,246174966,23 19 21.089,-05 32 12.61,1,13.798,,,423-141267,23192108-0532126,,STAR,gri,rpm,-25.7,2.9,-67.8,15.8,,,15.4,0.058,14.284,0.03,,,14.88,0.01,13.775,0.01,13.335,0.05,,,12.04,0.023,11.473,0.025,11.367,0.025,4345,68,43,4.834,0.04,0.128,-0.663,0.51,0.06,0.443,0.145,0.033,0.498,0.145,0.033,5.672,0.916,2.555,140.9,50.67,9.102,0.028,0.01,0.008,AAA-222-111-000-0-0,32.2,
31,31,31,31,31,31,246174973,23 08 09.857,-05 32 12.21,1,15.349,,,423-140974,23080986-0532121,8066-301-2-0056-0225,STAR,JHK,rpm,31.1,4.3,-1.3,5.6,,,,,,,,,,,,,,,,,13.589,0.023,12.994,0.027,12.881,0.029,4440,232,511,4.704,0.168,0.06,-0.198,0.25,0.3,0.57,0.099,0.167,0.617,0.093,0.168,3.154,3.466,0.859,384,95.01,154.8,0.034,0.011,0.006,AAA-222-111-000-0-0,55.8,
32,32,32,32,32,32,246174977,23 27 35.054,-05 32 11.92,1,13.841,,,423-141470,23273504-0532118,8066-301-2-0089-0007,STAR,gri,rpm,31.8,3.9,17.6,8.5,,,15.711,0.04,14.381,0.01,,,15.121,0.02,13.884,0.02,13.293,0.02,,,11.808,0.022,11.148,0.024,11.019,0.025,4012,40,48,4.814,0.02,0.02,0.068,0.05,0.1,0.472,0.019,0.015,0.537,0.022,0.018,4.992,0.431,0.333,124,8.256,7.741,0.024,0.012,0.001,AAA-222-111-000-0-0,100.2,
33,33,33,33,33,33,246174985,22 57 52.253,-05 32 11.50,1,9.09,,5241-1304-1,423-140683,22575226-0532114,,STAR,gri,plx,-23.1,1.1,-39,1.2,,,10.139,0.032,9.14,0.018,,,10.32,0.03,9.394,0.04,8.564,0.06,,,7.284,0.024,6.774,0.04,6.598,0.026,4724,95,95,2.61,0.195,0.195,-0.026,0.16,0.2,9.903,1.234,1.302,1.483,0.555,0.397,0.002,0.001,7.14E-04,358.7,35.06,35.06,0.039,0.013,0.009,AAA-111-111-000-0-0,15.6,
34,34,34,34,34,34,246174988,23 18 29.705,-05 32 11.37,1,14.563,,,423-141248,23182970-0532114,8066-301-2-0074-0023,STAR,gri,rpm,9.1,7.8,-7.9,9.1,,,15.691,0.07,14.847,0.04,,,15.275,0.01,14.579,0.01,14.258,0.1,,,13.156,0.024,12.675,0.028,12.573,0.029,5081,119,99,3.716,0.954,0.954,-0.519,0.42,0.42,1.979,3.708,1.402,0.871,0.067,0.12,0.085,2.157,0.082,1210,2602,825.7,0.038,0.013,0.007,AAA-222-111-000-0-0,13.8,
35,35,35,35,35,35,246175000,23 28 29.052,-05 32 10.29,1,17.221,,,,23282905-0532102,8066-301-2-0090-0136,EXTENDED,gri,,6,2,-1,2,,,,,,,20.358,0.165,18.471,0.012,17.192,0.007,16.685,0.007,16.286,0.015,15.815,0.085,15.071,0.115,14.423,0.101,,,,,,,,,,,,,,,,,,,,,,,,,ABA-222-111-000-0-0,44.2,
36,36,36,36,36,36,246175018,23 25 27.207,-05 32 08.73,1,13.757,,,423-141415,23252720-0532088,8066-301-2-0085-0073,STAR,gri,rpm,38.2,2.5,-5.3,2.9,,,15.049,0.06,14.025,0.04,,,14.557,0.03,13.632,0.02,13.414,0.03,,,12.237,0.023,11.74,0.025,11.633,0.026,4808,77,57,4.605,0.025,0.03,0.043,0.18,0.18,0.738,0.028,0.037,0.805,0.016,0.049,1.992,0.217,0.196,300.1,17.93,19.64,0.031,0.013,0.004,AAA-222-111-000-0-0,49.7,
37,37,37,37,37,37,246175019,23 31 14.239,-05 32 08.73,1,17.884,,,,23311423-0532087,,STAR,J,rpm,-8,5,8,3,,,,,,,,,,,,,,,,,16.359,0.126,15.969,0.209,15.317,0.179,3935,1422,355,4.88,0.14,0.308,-0.332,0.3,0.54,0.359,0.295,0.125,0.416,0.289,0.181,7.185,7.827,5.278,782.6,1351,334.3,0.038,0.011,0.008,BCC-222-111-000-0-0,91.3,0844-0711001
38,38,38,38,38,38,246175054,23 08 29.716,-05 32 06.00,1,13.84,,,423-140979,23082972-0532058,8066-301-2-0057-0034,STAR,gri,rpm,0,6.2,-11,6.3,,,14.965,0.03,14.149,0.037,,,14.522,0.037,13.86,0.045,13.547,0.067,,,12.6,0.03,12.167,0.039,12.091,0.027,5182,184,123,3.703,0.854,0.732,-0.441,0.45,0.54,2.066,2.254,1.383,0.892,0.063,0.063,0.075,1.808,0.068,1123,1142,731,0.04,0.013,0.009,AAA-222-111-000-0-0,6.5,0844-0707465
39,39,39,39,39,39,246175084,23 10 41.952,-05 32 04.03,1,13.067,,,423-141045,23104195-0532039,,STAR,gri,rpm,-9.3,1.5,-15.8,2.7,,,13.97,0.044,13.273,0.032,,,13.559,0.032,13.016,0.042,12.857,0.063,,,11.937,0.024,11.619,0.024,11.552,0.024,5738,161,115,4.399,0.09,0.252,-0.049,0.16,0.28,1.053,0.389,0.166,1.019,0.064,0.102,0.846,0.377,0.497,470,187.5,79.98,0.036,0.013,0.007,AAA-222-111-000-0-0,14.5,
40,40,40,40,40,40,246175097,23 01 30.753,-05 32 02.98,1,8.17,,5248-249-1,423-140796,23013076-0532030,,STAR,BV,plx,34.5,0.9,26.9,1,,,9.626,0.03,8.401,0.016,,,,,,,,,,,6.263,0.019,5.663,0.018,5.537,0.02,4549,91,73,2.32,0.115,0.161,-0.023,0.15,0.33,13.543,1.479,1.333,1.39,0.305,0.366,5.40E-04,2.14E-04,2.02E-04,341.2,34.91,34.91,0.035,0.008,0.007,AAA-111-111-0d0-0-0,86.4,
41,41,41,41,41,41,246175102,23 02 15.513,-05 32 02.65,1,14.73,,,423-140810,23021550-0532027,8066-301-2-0047-0003,STAR,gri,rpm,-7.7,4.6,7.9,5.6,,,16.24,0.08,15.037,0.046,,,15.652,0.046,14.624,0.051,14.334,0.077,,,13.285,0.023,12.792,0.03,12.738,0.03,4743,114,76,4.609,0.036,0.02,0.036,0.12,0.16,0.724,0.025,0.048,0.78,0.032,0.045,2.034,0.334,0.136,470.9,37.88,40.64,0.037,0.011,0.007,AAA-222-111-000-0-0,20.4,
42,42,42,42,42,42,246175107,22 59 02.835,-05 32 02.49,1,13.674,,,423-140714,22590284-0532026,8054-301-1-0160-0106,STAR,gri,rpm,19.7,2.8,0.7,3.3,,,14.636,0.02,13.941,0.035,,,14.221,0.035,13.741,0.044,13.439,0.066,,,12.495,0.026,12.121,0.024,12.021,0.023,5636,135,135,4.457,0.095,0.627,-0.321,0.25,0.6,0.946,0.976,0.161,0.896,0.091,0.11,1.066,0.529,0.945,524.5,508.6,100.1,0.039,0.014,0.01,AAA-222-111-000-0-0,31.5,
43,43,43,43,43,43,246175133,23 31 29.706,-05 32 00.95,1,13.579,,,423-141544,23312970-0532008,,STAR,gri,rpm,13.5,2,-55.4,5.3,,,15.045,0.053,13.97,0.01,,,14.541,0.06,13.553,0.02,13.166,0.03,,,11.972,0.023,11.416,0.026,11.314,0.024,4530,107,89,4.679,0.084,0.036,-0.157,0.25,0.35,0.619,0.052,0.109,0.676,0.062,0.111,2.712,1.29,0.377,207.2,21.57,47.03,0.033,0.008,0.006,AAA-222-111-000-0-0,18.9,
44,44,44,44,44,44,246175148,22 58 46.250,-05 31 59.88,1,15.575,,,423-140710,22584625-0532000,8054-301-1-0160-0086,STAR,JHK,rpm,30.2,4.6,3.2,5.6,,,,,,,,,,,,,,,,,14.077,0.029,13.635,0.032,13.472,0.043,5141,245,204,4.622,0.07,0.05,-0.655,0.48,0.4,0.674,0.081,0.095,0.701,0.076,0.076,2.156,0.848,0.404,687.8,98.27,117.3,0.038,0.009,0.009,AAA-222-111-000-0-0,40,
45,45,45,45,45,45,246175153,23 09 28.088,-05 31 59.70,1,16.541,,,,23092808-0531597,8066-301-2-0059-0006,STAR,gri,rpm,2,2,-1,2,,,,,,,18.567,0.024,17.044,0.005,16.524,0.004,16.326,0.005,16.256,0.008,15.344,0.051,14.896,0.068,14.848,0.104,5447,162,162,3.426,1.062,0.885,-1.196,0.6,1.08,2.623,4.389,1.961,0.804,0.065,0.065,0.028,1.896,0.027,5404,8423,3954,0.038,0.011,0.008,AAA-222-111-000-0-0,64.7,
46,46,46,46,46,46,246175231,23 04 29.593,-05 31 53.53,1,14.673,,,423-140883,23042959-0531533,8066-301-2-0050-0132,STAR,gri,rpm,0.3,4.5,-3.8,5.6,,,15.985,0.06,14.919,0.044,,,15.496,0.045,14.573,0.05,14.32,0.077,,,13.138,0.024,12.602,0.021,12.504,0.03,4823,77,116,4.609,0.036,0.948,-0.094,0.16,0.28,0.722,1.812,0.056,0.777,0.069,0.057,2.057,0.305,1.982,444.3,84.48,40.95,0.037,0.01,0.008,AAA-222-111-000-0-0,80,
47,47,47,47,47,47,246175248,23 25 02.025,-05 31 52.29,1,17.663,,,,23250202-0531522,,STAR,JHK,rpm,-46,14,-20,11,,,,,,,,,,,,,,,,,15.694,0.062,15.31,0.097,14.92,0.121,3571,387,290,5.051,0.09,0.108,-0.158,0.2,0.4,0.224,0.095,0.057,0.226,0.146,0.073,16.06,10.59,7.314,294.9,182,97.34,0.034,0.011,0.007,AAB-222-111-000-0-0,16.1,0844-0710052
48,48,48,48,48,48,246175262,23 25 00.952,-05 31 51.10,1,17.786,,,,23250095-0531510,,STAR,J,,8,4,-76,5,,,,,,,,,,,,,,,,,16.269,0.093,16.032,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,ACD-222-111-000-0-0,16.1,0844-0710049
49,49,49,49,49,49,246175284,23 22 07.735,-05 31 49.34,1,14.143,,,423-141336,23220773-0531492,8066-301-2-0080-0026,STAR,gri,rpm,17,3.7,115.6,4.7,,,15.552,0.06,14.641,0.02,,,15.119,0.03,14.199,0.01,13.725,0.25,,,12.177,0.027,11.509,0.024,11.33,0.025,4548,54,45,4.774,0.05,0.07,-0.801,0.25,0.25,0.499,0.065,0.039,0.548,0.06,0.038,4.341,0.783,1.093,210.3,21.35,43.55,0.033,0.013,0.008,AAA-222-111-000-0-0,6.9,
50,50,50,50,50,50,246175337,23 17 49.538,-05 31 46.54,1,12.802,,,423-141229,23174954-0531464,,STAR,gri,rpm,2.8,2.9,-6.3,3.1,,,13.926,0.03,13.067,0.02,,,13.474,0.02,12.799,0.041,12.514,0.02,,,11.349,0.021,10.906,0.024,10.812,0.023,5090,125,83,2.747,0.78,0.39,-0.798,0.36,0.3,5.965,4.429,3.12,0.908,0.091,0.035,0.004,0.037,0.003,1711,957.7,870.9,0.038,0.014,0.009,AAA-222-111-000-0-0,61.7,
