,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,KepMag,Kmag,Teff,mass,Radius
202,202,202,202,202,202,229170277,13.954,12.541,6171,0.940,1.225
203,203,203,203,203,203,229170329,12.004,10.614,6011,1.024,1.256
204,204,204,204,204,204,229170395,16.235,14.100,,,
205,205,205,205,205,205,229170601,13.079,10.965,4755,0.773,0.711
206,206,206,206,206,206,229170928,16.097,14.780,5404,0.805,0.908
207,207,207,207,207,207,229170952,15.268,13.345,5261,0.778,0.750
208,208,208,208,208,208,229170973,17.754,14.290,3333,0.172,0.193
209,209,209,209,209,209,229170976,12.625,10.478,4811,0.779,0.700
210,210,210,210,210,210,229171016,12.802,11.621,6448,1.134,1.382
211,211,211,211,211,211,229171202,19.292,,,,
212,212,212,212,212,212,229171248,14.221,12.331,5167,0.801,0.743
213,213,213,213,213,213,229171260,12.466,11.067,6045,0.994,1.159
214,214,214,214,214,214,229171332,13.526,11.746,5382,0.894,0.843
215,215,215,215,215,215,229171334,17.179,,,,
216,216,216,216,216,216,229171362,18.234,,,,
217,217,217,217,217,217,229171529,16.719,14.502,,,
218,218,218,218,218,218,229171586,18.897,,,,
219,219,219,219,219,219,229171649,15.143,12.918,4864,0.740,0.686
220,220,220,220,220,220,229171772,16.226,12.848,3624,0.309,0.293
221,221,221,221,221,221,229171906,15.940,12.717,3648,0.330,0.304
222,222,222,222,222,222,229171918,18.972,,,,
223,223,223,223,223,223,229171954,14.899,11.959,4027,0.531,0.467
224,224,224,224,224,224,229172008,17.233,,,,
225,225,225,225,225,225,229172079,16.467,12.875,3611,0.238,0.241
226,226,226,226,226,226,229172091,19.360,,,,
227,227,227,227,227,227,229172131,13.508,11.461,4983,0.969,3.524
228,228,228,228,228,228,229172202,15.172,13.053,3746,0.345,0.322
229,229,229,229,229,229,229172226,12.790,11.370,5813,0.945,1.272
230,230,230,230,230,230,229172236,12.359,10.907,5890,0.999,1.123
231,231,231,231,231,231,229172270,13.741,12.322,6033,0.910,1.093
232,232,232,232,232,232,229172294,17.105,14.423,,,
233,233,233,233,233,233,229172416,12.920,9.816,3747,0.295,0.281
234,234,234,234,234,234,229172440,13.762,11.667,4995,0.930,3.324
235,235,235,235,235,235,229172442,11.785,10.533,6181,0.987,1.242
236,236,236,236,236,236,229172467,15.201,13.077,4850,0.743,0.693
237,237,237,237,237,237,229172551,16.836,,,,
238,238,238,238,238,238,229172570,18.254,,,,
239,239,239,239,239,239,229172613,14.440,12.280,4669,0.673,0.628
240,240,240,240,240,240,229172727,14.006,12.302,5692,0.968,0.995
241,241,241,241,241,241,229172752,12.482,11.065,5946,0.916,1.031
242,242,242,242,242,242,229172765,14.464,12.381,4911,0.785,0.730
243,243,243,243,243,243,229172845,16.655,13.888,4181,0.582,0.521
244,244,244,244,244,244,229172857,16.033,14.387,5560,0.633,0.583
245,245,245,245,245,245,229172892,8.461,,,,
246,246,246,246,246,246,229172938,15.851,12.721,3675,0.335,0.312
247,247,247,247,247,247,229173052,10.832,8.105,4313,0.929,28.465
248,248,248,248,248,248,229173112,15.531,12.493,3679,0.338,0.315
249,249,249,249,249,249,229173295,16.176,,,,
250,250,250,250,250,250,229173310,12.650,10.593,5053,0.905,7.437
251,251,251,251,251,251,229173516,17.948,,,,
252,252,252,252,252,252,229173591,11.079,8.776,4638,0.759,0.686
253,253,253,253,253,253,229173647,14.985,12.984,5090,0.684,0.654
254,254,254,254,254,254,229173692,14.310,12.483,5126,0.885,2.584
255,255,255,255,255,255,229173698,16.526,14.295,,,
256,256,256,256,256,256,229173838,15.648,12.077,3800,0.358,0.330
257,257,257,257,257,257,229173865,14.875,12.883,4999,0.892,3.799
258,258,258,258,258,258,229173935,13.536,11.940,5738,0.973,1.025
259,259,259,259,259,259,229174034,13.728,11.003,4285,0.806,88.024
260,260,260,260,260,260,229174057,16.472,,,,
261,261,261,261,261,261,229174139,12.596,,,,
262,262,262,262,262,262,229174250,16.665,14.719,5522,0.713,0.699
263,263,263,263,263,263,229174256,14.957,12.927,5224,0.814,0.769
264,264,264,264,264,264,229174287,18.981,,,,
265,265,265,265,265,265,229174350,17.825,,,,
266,266,266,266,266,266,229174473,12.740,10.835,5111,0.795,0.746
267,267,267,267,267,267,229174483,16.102,12.711,3479,0.230,0.239
268,268,268,268,268,268,229174584,12.418,10.363,4998,1.200,2.549
269,269,269,269,269,269,229174655,12.832,11.459,6058,0.927,1.136
270,270,270,270,270,270,229174743,14.340,12.253,4871,0.787,0.718
271,271,271,271,271,271,229174815,9.549,8.034,5973,1.070,1.555
272,272,272,272,272,272,229174876,12.913,11.596,5631,0.931,0.969
273,273,273,273,273,273,229174884,16.535,14.761,,,
274,274,274,274,274,274,229174901,15.236,12.445,4243,0.586,0.532
275,275,275,275,275,275,229174998,13.959,12.490,5833,0.947,1.036
276,276,276,276,276,276,229175056,16.077,,,,
277,277,277,277,277,277,229175339,15.301,12.101,4132,0.562,0.498
278,278,278,278,278,278,229175379,13.237,11.743,5801,0.943,0.997
279,279,279,279,279,279,229175592,13.442,12.153,6203,0.957,1.255
280,280,280,280,280,280,229175617,13.318,11.361,5134,0.919,2.931
281,281,281,281,281,281,229175629,14.151,12.401,5419,0.948,0.909
282,282,282,282,282,282,229175652,12.730,10.350,4382,0.637,0.577
283,283,283,283,283,283,229175709,15.670,12.510,4004,0.519,0.456
284,284,284,284,284,284,229175729,13.407,11.256,4919,0.945,3.285
285,285,285,285,285,285,229175731,13.632,11.682,5060,0.691,0.656
286,286,286,286,286,286,229175732,18.641,,,,
287,287,287,287,287,287,229175740,15.015,14.237,,,
288,288,288,288,288,288,229175760,14.737,12.195,4451,0.674,0.613
289,289,289,289,289,289,229175762,15.780,12.828,3922,0.465,0.411
290,290,290,290,290,290,229175861,18.428,,,,
291,291,291,291,291,291,229175865,17.877,,,,
292,292,292,292,292,292,229176147,16.991,,,,
293,293,293,293,293,293,229176218,14.193,12.295,5239,0.863,2.271
294,294,294,294,294,294,229176266,13.035,10.096,4143,0.995,26.250
295,295,295,295,295,295,229176340,19.002,,,,
296,296,296,296,296,296,229176617,13.930,12.052,5093,0.896,2.931
297,297,297,297,297,297,229176683,15.233,13.491,5251,0.851,0.872
298,298,298,298,298,298,229176689,14.129,12.021,4787,0.771,0.713
299,299,299,299,299,299,229176704,16.528,,,,
300,300,300,300,300,300,229176812,16.379,14.225,,,
301,301,301,301,301,301,229176852,10.974,9.028,4957,1.168,2.652
302,302,302,302,302,302,229176879,13.880,11.237,4293,0.626,0.555
303,303,303,303,303,303,229176918,12.747,10.939,5218,0.913,2.733
304,304,304,304,304,304,229177052,15.172,14.651,6208,0.843,1.124
305,305,305,305,305,305,229177157,12.780,11.127,5457,0.960,0.924
306,306,306,306,306,306,229177211,10.943,8.907,4872,1.192,4.017
307,307,307,307,307,307,229177322,17.173,,,,
308,308,308,308,308,308,229177361,13.920,11.040,3985,0.478,0.429
309,309,309,309,309,309,229177377,13.659,11.949,5421,0.789,0.770
310,310,310,310,310,310,229177385,18.631,,,,
311,311,311,311,311,311,229177523,13.641,10.850,4047,0.497,0.436
312,312,312,312,312,312,229177528,17.268,14.448,3951,0.488,0.425
313,313,313,313,313,313,229177532,12.869,11.525,6233,1.158,1.419
314,314,314,314,314,314,229177782,12.042,10.510,5704,0.964,0.967
315,315,315,315,315,315,229178049,16.811,14.792,,,
316,316,316,316,316,316,229178087,12.870,11.513,6049,1.010,1.365
317,317,317,317,317,317,229178230,13.850,11.678,4787,0.734,0.677
318,318,318,318,318,318,229178326,19.062,,,,
319,319,319,319,319,319,229178347,13.500,11.847,5507,0.925,0.884
320,320,320,320,320,320,229178393,13.089,10.294,4472,0.958,13.945
321,321,321,321,321,321,229178492,18.549,,,,
322,322,322,322,322,322,229178599,12.159,10.352,5616,1.182,1.925
323,323,323,323,323,323,229178924,15.287,13.363,5242,0.828,0.788
324,324,324,324,324,324,229178960,13.248,11.905,6008,0.880,1.120
325,325,325,325,325,325,229179042,16.113,13.045,3827,0.382,0.345
326,326,326,326,326,326,229179227,18.663,,,,
327,327,327,327,327,327,229179349,12.377,10.916,5912,1.021,1.483
328,328,328,328,328,328,229179569,18.864,,,,
329,329,329,329,329,329,229179674,16.993,,,,
330,330,330,330,330,330,229179692,17.381,14.328,3856,0.265,0.252
331,331,331,331,331,331,229179847,18.940,,,,
332,332,332,332,332,332,229179894,11.145,9.877,6275,1.252,1.566
333,333,333,333,333,333,229179976,19.184,,,,
334,334,334,334,334,334,229180041,17.506,15.039,4484,0.621,0.586
335,335,335,335,335,335,229180093,17.147,14.531,,,
336,336,336,336,336,336,229180322,13.201,11.786,5857,1.015,1.069
337,337,337,337,337,337,229180584,15.670,12.615,3767,0.362,0.328
338,338,338,338,338,338,229181031,17.082,,,,
339,339,339,339,339,339,229181133,13.714,12.266,6014,0.961,1.084
340,340,340,340,340,340,229181181,14.084,12.243,5419,0.867,0.831
341,341,341,341,341,341,229181294,18.190,,,,
342,342,342,342,342,342,229181409,17.964,,,,
343,343,343,343,343,343,229181734,12.661,12.075,7525,1.879,2.325
344,344,344,344,344,344,229181860,14.296,12.591,5468,0.805,0.796
345,345,345,345,345,345,229181916,19.337,,,,
346,346,346,346,346,346,229181966,15.537,12.195,3555,0.241,0.241
347,347,347,347,347,347,229181989,10.508,8.907,5511,0.919,0.875
348,348,348,348,348,348,229182144,13.968,12.079,5359,0.876,0.833
349,349,349,349,349,349,229182245,10.054,8.713,5819,1.184,1.983
350,350,350,350,350,350,229182471,17.061,14.501,4367,0.545,0.485
351,351,351,351,351,351,229182769,14.592,12.441,4842,0.785,0.725
352,352,352,352,352,352,229185124,18.722,,,,
353,353,353,353,353,353,229187557,18.323,,,,
354,354,354,354,354,354,229188093,18.591,,,,
355,355,355,355,355,355,229194894,19.825,,,,
356,356,356,356,356,356,229195158,18.455,,,,
357,357,357,357,357,357,248368919,17.700,,,,
358,358,358,358,358,358,248368920,18.500,,,,
359,359,359,359,359,359,248368921,18.200,,,,
360,360,360,360,360,360,248368922,16.400,,,,
361,361,361,361,361,361,248368923,18.500,,,,
362,362,362,362,362,362,248368924,18.100,,,,
363,363,363,363,363,363,248368925,18.400,,,,
364,364,364,364,364,364,248368926,17.800,,,,
365,365,365,365,365,365,248368927,18.100,,,,
366,366,366,366,366,366,248368928,17.900,,,,
367,367,367,367,367,367,248368929,17.900,,,,
368,368,368,368,368,368,248368930,17.900,,,,
369,369,369,369,369,369,248368931,17.900,,,,
370,370,370,370,370,370,248368932,18.000,,,,
371,371,371,371,371,371,248368933,18.500,,,,
372,372,372,372,372,372,248368934,18.000,,,,
373,373,373,373,373,373,248368935,17.000,,,,
374,374,374,374,374,374,248368936,19.600,,,,
375,375,375,375,375,375,248368937,19.800,,,,
376,376,376,376,376,376,248368938,19.900,,,,
377,377,377,377,377,377,248368939,19.000,,,,
378,378,378,378,378,378,248368940,19.900,,,,
379,379,379,379,379,379,248368941,17.200,,,,
380,380,380,380,380,380,248368942,17.000,,,,
381,381,381,381,381,381,248368943,17.900,,,,
382,382,382,382,382,382,248368944,17.500,,,,
383,383,383,383,383,383,248368945,19.900,,,,
384,384,384,384,384,384,248368946,18.100,,,,
385,385,385,385,385,385,248368947,18.000,,,,
386,386,386,386,386,386,248368948,20.000,,,,
387,387,387,387,387,387,248368949,20.000,,,,
388,388,388,388,388,388,248368950,18.400,,,,
389,389,389,389,389,389,248368951,19.600,,,,
390,390,390,390,390,390,248368952,18.600,,,,
391,391,391,391,391,391,248368953,18.900,,,,
392,392,392,392,392,392,248368954,19.900,,,,
393,393,393,393,393,393,248368955,18.400,,,,
394,394,394,394,394,394,248368956,17.300,,,,
395,395,395,395,395,395,248368957,18.400,,,,
396,396,396,396,396,396,248368958,18.600,,,,
397,397,397,397,397,397,248368959,17.900,,,,
398,398,398,398,398,398,248368960,18.800,,,,
399,399,399,399,399,399,248368961,18.800,,,,
400,400,400,400,400,400,248368962,19.000,,,,
401,401,401,401,401,401,248368963,20.000,,,,
402,402,402,402,402,402,248368964,18.800,,,,
403,403,403,403,403,403,248368965,17.900,,,,
404,404,404,404,404,404,248368966,19.800,,,,
405,405,405,405,405,405,248368967,17.900,,,,
406,406,406,406,406,406,248368968,17.400,,,,
407,407,407,407,407,407,248368969,19.600,,,,
408,408,408,408,408,408,248368970,19.000,,,,
409,409,409,409,409,409,248368971,17.900,,,,
410,410,410,410,410,410,248368972,17.700,,,,
411,411,411,411,411,411,248368973,17.900,,,,
412,412,412,412,412,412,248368974,18.200,,,,
413,413,413,413,413,413,248368975,17.400,,,,
414,414,414,414,414,414,248368976,18.300,,,,
415,415,415,415,415,415,248368977,18.100,,,,
416,416,416,416,416,416,248368978,17.900,,,,
417,417,417,417,417,417,248368979,18.100,,,,
418,418,418,418,418,418,248368980,18.500,,,,
419,419,419,419,419,419,248368981,18.000,,,,
420,420,420,420,420,420,248368982,17.900,,,,
421,421,421,421,421,421,248368983,17.800,,,,
422,422,422,422,422,422,248368984,18.300,,,,
423,423,423,423,423,423,248368985,17.500,,,,
424,424,424,424,424,424,248368986,18.300,,,,
425,425,425,425,425,425,248368987,17.500,,,,
426,426,426,426,426,426,248368988,18.300,,,,
427,427,427,427,427,427,248368989,18.200,,,,
428,428,428,428,428,428,248368990,18.100,,,,
429,429,429,429,429,429,248368991,17.300,,,,
430,430,430,430,430,430,248368992,17.900,,,,
431,431,431,431,431,431,248368993,18.000,,,,
432,432,432,432,432,432,248368994,17.600,,,,
433,433,433,433,433,433,248368995,18.400,,,,
434,434,434,434,434,434,248368996,18.100,,,,
435,435,435,435,435,435,248368997,17.900,,,,
436,436,436,436,436,436,248368998,17.900,,,,
437,437,437,437,437,437,248368999,18.300,,,,
438,438,438,438,438,438,248369000,17.800,,,,
439,439,439,439,439,439,248369001,17.900,,,,
440,440,440,440,440,440,248369002,18.000,,,,
441,441,441,441,441,441,248369003,18.100,,,,
442,442,442,442,442,442,248369004,17.800,,,,
443,443,443,443,443,443,248369005,18.300,,,,
444,444,444,444,444,444,248369006,18.300,,,,
445,445,445,445,445,445,248369007,17.800,,,,
446,446,446,446,446,446,248369008,17.500,,,,
447,447,447,447,447,447,248369009,18.200,,,,
448,448,448,448,448,448,248369010,17.800,,,,
449,449,449,449,449,449,248369011,17.500,,,,
450,450,450,450,450,450,248369012,18.100,,,,
451,451,451,451,451,451,248369013,18.000,,,,
452,452,452,452,452,452,248369014,17.400,,,,
453,453,453,453,453,453,248369015,17.600,,,,
