,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1558,1558,1558,1558,1558,1558,247631945,04 48 22.360,+23 12 26.33,1,13.148,,,567-011987,04482235+2312262,,STAR,gri,lam,-7.9,2.7,-14,3,,,14.022,0.04,13.193,0.04,,,13.603,0.03,12.907,0.04,12.952,0.49,,,11.562,0.022,11.249,0.022,11.156,0.026,6148,146,146,3.971,0.11,0.11,-0.308,0.18,0.12,1.775,0.379,0.264,1.119,0.221,0.101,0.188,0.097,0.074,627.9,161.1,83.53,0.447,0.131,0.109,AAA-222-112-00c-0-0,5.8,
1559,1559,1559,1559,1559,1559,247631958,04 55 20.786,+23 12 26.65,1,15.718,,,567-012697,04552078+2312269,6003-301-3-0213-0147,STAR,BV,rpm,-1.4,2.5,-10.2,2.7,,,16.934,0.09,15.899,0.06,,,16.482,0.06,,,,,,,13.882,0.028,13.403,0.034,13.331,0.039,5547,370,264,4.491,0.078,0.247,-0.2,0.2,0.32,0.88,0.328,0.101,0.906,0.097,0.08,1.263,0.402,0.741,819.9,343,120.4,0.481,0.211,0.117,AAA-222-111-000-0-0,20.8,
1560,1560,1560,1560,1560,1560,247631994,04 38 13.647,+23 12 27.66,1,14.814,,,567-011148,04381365+2312276,,STAR,gri,rpm,-13,3.1,-41.8,3.1,,,16.851,0.2,15.475,0.12,,,16.192,0.054,14.904,0.054,14.223,0.17,,,12.452,0.022,11.731,0.022,11.557,0.022,4172,148,123,4.776,0.045,0.063,-0.042,0.15,0.21,0.509,0.069,0.051,0.574,0.068,0.057,4.133,1.011,0.954,178.7,28.76,20.9,0.237,0.103,0.057,AAA-222-111-000-0-0,17,
1561,1561,1561,1561,1561,1561,247632030,04 52 52.681,+23 12 28.55,1,15.332,,,567-012426,04525267+2312286,6003-301-4-0210-0061,STAR,gri,rpm,17.1,2.5,-40.8,2.7,,,17.081,0.12,15.754,0.059,,,16.457,0.06,15.166,0.08,14.85,0.36,,,13.114,0.022,12.521,0.025,12.349,0.026,3934,741,193,4.925,0.105,0.21,-0.255,0.24,0.6,0.351,0.191,0.077,0.393,0.204,0.113,8.591,4.776,5.414,154.3,145.4,33.09,0.177,0.221,0.055,AAA-222-111-000-0-0,26.9,
1562,1562,1562,1562,1562,1562,247632043,04 49 16.636,+23 12 28.92,1,14.394,,,567-012057,04491664+2312289,,STAR,gri,rpm,18.6,3.1,-10,3.5,,,15.46,0.05,14.584,0.06,,,15.034,0.03,14.29,0.05,14.12,0.44,,,12.892,0.024,12.565,0.025,12.445,0.024,6074,185,222,4.311,0.11,0.154,-0.321,0.25,0.4,1.152,0.204,0.173,0.961,0.13,0.108,0.611,0.293,0.229,734.8,139.7,99.22,0.499,0.102,0.102,AAA-222-111-000-0-0,8.9,
1563,1563,1563,1563,1563,1563,247632125,04 48 19.603,+23 12 31.26,1,13.741,,,567-011981,04481959+2312312,,STAR,gri,rpm,4.3,2.2,-6.2,2.5,,,14.802,0.05,13.877,0.04,,,14.34,0.03,13.545,0.04,13.484,0.5,,,12.007,0.021,11.611,0.022,11.482,0.018,6023,199,249,4.099,0.312,0.26,-0.104,0.15,0.18,1.422,0.662,0.452,1.145,0.193,0.145,0.283,0.621,0.176,605.3,275.7,189.4,0.561,0.128,0.128,AAA-222-111-000-0-0,25.8,
1564,1564,1564,1564,1564,1564,247632147,04 30 36.243,+23 12 31.96,1,12.798,,,567-010828,04303623+2312319,,STAR,gri,rpm,0.6,1.3,4.7,1.6,,,14.241,0.1,13.287,0.02,,,13.736,0.04,12.913,0.01,12.396,0.08,,,11.074,0.024,10.727,0.03,10.57,0.021,6397,252,201,3.669,0.196,0.07,-0.014,0.06,0.08,3.125,0.414,1.317,1.727,0.191,0.383,0.055,0.076,0.014,892,99.66,269.7,0.772,0.138,0.06,AAA-222-111-000-0-0,26.7,
1565,1565,1565,1565,1565,1565,247632178,04 36 54.507,+23 12 32.85,1,11.465,,,567-011094,04365451+2312327,,STAR,gri,lam,-19.6,1.6,-20.5,1.9,,,13.304,0.05,12.069,0.07,,,12.632,0.04,11.59,0.08,10.965,0.03,,,9.371,0.022,8.869,0.024,8.684,0.017,6293,125,125,3.986,0.15,0.125,-0.118,0.09,0.12,1.874,0.421,0.405,1.3,0.191,0.159,0.174,0.174,0.068,266.2,56.8,55.14,0.289,0.126,0.079,AAA-212-111-000-0-0,13,
1566,1566,1566,1566,1566,1566,247632424,04 47 00.065,+23 12 39.56,1,13.854,,,567-011879,04470006+2312395,,STAR,gri,rpm,1,2.5,-14.5,2.8,,,15.015,0.04,14.049,0.05,,,14.522,0.04,13.693,0.03,13.568,0.41,,,12.182,0.021,11.782,0.021,11.694,0.022,5821,286,286,4.356,0.15,0.36,-0.098,0.16,0.24,1.124,0.641,0.227,1.032,0.133,0.095,0.672,0.523,0.482,498.1,291,112.3,0.493,0.15,0.125,AAA-222-111-000-0-0,11.9,
1567,1567,1567,1567,1567,1567,247632501,04 51 47.758,+23 12 41.72,1,15.627,,,567-012302,04514774+2312417,6003-301-4-0208-0286,STAR,gri,rpm,8.2,2.6,-19.8,2.7,,,17.305,0.15,16.138,0.05,,,16.686,0.12,15.67,0.1,15.173,0.06,,,13.781,0.025,13.269,0.027,13.18,0.032,5305,318,227,4.557,0.045,0.108,-0.32,0.25,0.35,0.777,0.149,0.065,0.81,0.082,0.068,1.666,0.36,0.54,648.7,157.9,72.67,0.52,0.234,0.146,AAA-222-111-000-0-0,16.3,
1568,1568,1568,1568,1568,1568,247632696,04 48 16.802,+23 12 46.53,1,12.719,,,567-011977,04481679+2312465,,STAR,gri,lam,-6.5,1.8,-7.3,2.1,,,14.24,0.04,12.946,0.04,,,13.611,0.04,12.493,0.05,12.337,0.49,,,10.503,0.021,9.901,0.024,9.757,0.017,4851,97,97,2.429,0.11,0.05,-0.374,0.15,0.15,10.894,0.513,0.68,1.179,0.35,0.175,9.19E-04,2.65E-04,1.09E-04,1692,131.1,160.2,0.53,0.25,0.139,AAA-222-111-000-0-0,11.3,
1569,1569,1569,1569,1569,1569,247632923,04 43 25.753,+23 12 52.07,1,16.337,,,,04432575+2312520,4334-301-2-0192-0961,STAR,gri,rpm,55,4,-40,4,,,,,,,21.006,0.07,18.501,0.007,17.07,0.005,15.409,0.005,14.496,0.005,12.99,0.027,12.402,0.03,12.117,0.02,3595,152,87,4.993,0.05,0.025,-0.01,0.09,0.12,0.288,0.025,0.051,0.294,0.04,0.067,12.48,4.434,1.76,101.6,24.43,16.7,0.12,0.036,0.024,AAA-222-111-000-0-0,8.9,
1570,1570,1570,1570,1570,1570,247632966,04 57 51.967,+23 12 53.41,1,16.299,,,567-012947,04575197+2312536,6003-301-2-0216-0685,STAR,JHK,rpm,30.3,6.5,-47.7,6.2,,,,,,,,,,,,,,,,,14.896,0.038,14.399,0.048,14.341,0.084,4063,1206,753,4.921,0.198,0.297,-0.714,0.6,0.84,0.33,0.249,0.162,0.386,0.246,0.246,8.156,17.16,5.981,335.4,559.1,187.3,0.299,0.182,0.13,AAA-222-111-000-0-0,31.2,
1571,1571,1571,1571,1571,1571,247633097,04 31 40.485,+23 12 56.73,1,19.139,,,,04314048+2312567,4334-301-5-0176-0496,STAR,gri,rpm,21,4,-62,4,,,,,,,25.3,0.537,21.429,0.045,19.29,0.013,18.158,0.009,17.417,0.013,15.613,0.073,14.658,0.064,14.378,0.079,3637,36,36,5.084,0.02,0.02,-0.349,0.05,0.05,0.217,0.004,0.004,0.209,0.004,0.004,20.43,1.226,1.226,223.4,6.703,6.703,0.969,0.001,0.001,AAA-222-111-000-0-0,34.2,
1572,1572,1572,1572,1572,1572,247633109,04 50 40.745,+23 12 57.35,1,13.794,,,567-012203,04504072+2312572,,STAR,gri,rpm,-0.5,2.6,-13.5,2.9,,,15.629,0.07,14.187,0.05,,,14.945,0.05,13.65,0.05,13.301,0.46,,,11.345,0.02,10.659,0.022,10.488,0.017,4817,147,205,2.65,0.448,0.256,-0.447,0.3,0.54,7.17,2.705,2.873,0.957,0.21,0.081,0.002,0.008,0.002,1643,563.1,617.6,0.79,0.113,0.207,AAA-222-111-000-0-0,24,
1573,1573,1573,1573,1573,1573,247633119,04 46 00.565,+23 12 57.52,1,15.064,,,567-011810,04460056+2312574,6003-301-6-0201-0798,STAR,gri,rpm,11.7,2.8,-16.3,3.1,,,17.152,0.1,15.61,0.06,,,16.456,0.08,14.93,0.04,14.467,0.39,,,12.523,0.019,11.809,0.016,11.643,0.018,4411,552,345,4.675,0.13,0.078,-0.214,0.25,0.3,0.624,0.065,0.145,0.7,0.036,0.142,2.692,1.986,0.65,235.6,26.45,66.96,0.492,0.556,0.278,AAA-222-111-000-0-0,27,
1574,1574,1574,1574,1574,1574,247633254,04 42 15.584,+23 13 01.35,1,13.566,,,567-011488,04421558+2313013,,STAR,gri,rpm,4.2,2.8,-17.5,3.1,,,14.902,0.05,13.957,0.04,,,14.363,0.07,13.586,0.04,13.224,0.03,,,12.237,0.026,11.865,0.033,11.724,0.028,6003,256,256,4.306,0.15,0.21,-0.208,0.2,0.28,1.183,0.293,0.235,1.021,0.11,0.11,0.603,0.481,0.305,536.4,168.8,109.3,0.599,0.118,0.142,AAA-222-111-000-0-0,6.7,
1575,1575,1575,1575,1575,1575,247633339,04 37 47.954,+23 13 03.70,1,14.109,,,567-011119,04374795+2313036,,STAR,gri,lam,0.8,3.1,-5.8,3.4,,,16.096,0.04,14.751,0.05,,,15.334,0.08,14.198,0.07,13.585,0.04,,,12.004,0.023,11.483,0.021,11.306,0.018,6050,144,120,4.319,0.085,0.153,-0.021,0.1,0.12,1.185,0.235,0.126,1.115,0.079,0.066,0.631,0.22,0.263,518.3,110.6,66.88,0.412,0.16,0.1,AAA-222-111-000-0-0,29.6,
1576,1576,1576,1576,1576,1576,247633350,04 43 14.801,+23 13 03.93,1,14.85,,,567-011577,04431480+2313039,4334-301-2-0192-0351,STAR,gri,rpm,61.8,9,-8.8,9,,,15.7,0.05,15.143,0.03,,,15.389,0.07,14.94,0.04,14.619,0.03,,,13.596,0.04,13.139,0.037,13.012,0.03,5889,338,188,4.499,0.08,0.048,-0.942,0.2,0.28,0.792,0.072,0.079,0.741,0.052,0.023,1.456,0.386,0.259,707.6,76.17,79.56,0.398,0.034,0.082,AAA-222-211-c00-0-0,4.5,1132-0079731
1577,1577,1577,1577,1577,1577,247633563,04 34 46.320,+23 13 09.31,1,12.747,,,567-011016,04344632+2313092,,STAR,gri,lam,4.7,1.2,-15.5,1.6,,,14.466,0.06,13.292,0.01,,,13.829,0.05,12.876,0.01,12.284,0.01,,,10.807,0.02,10.35,0.021,10.225,0.017,6355,191,114,4.087,0.156,0.182,0.063,0.06,0.1,1.705,0.487,0.331,1.362,0.117,0.098,0.264,0.159,0.128,447.5,110.7,75.29,0.416,0.134,0.112,AAA-222-111-000-0-0,42,
1578,1578,1578,1578,1578,1578,247633630,04 52 29.541,+23 13 11.33,1,12.747,,,567-012386,04522954+2313112,,STAR,gri,rpm,1.7,1.3,-12,1.7,,,13.717,0.04,12.992,0.06,,,13.347,0.05,12.744,0.06,12.49,0.08,,,11.467,0.022,11.232,0.022,11.128,0.019,6612,624,260,4.155,0.126,0.147,-0.057,0.14,0.12,1.577,0.412,0.277,1.399,0.196,0.163,0.329,0.181,0.151,606.3,156.3,124.3,0.466,0.186,0.116,AAA-222-111-000-0-0,26.3,
1579,1579,1579,1579,1579,1579,247633671,04 56 59.384,+23 13 12.61,1,13.295,,,567-012865,04565938+2313127,,STAR,gri,rpm,-0.6,2.6,-12.2,3.2,,,14.57,0.04,13.64,0.04,,,14.091,0.05,13.311,0.03,12.954,0.03,,,11.698,0.021,11.393,0.022,11.245,0.019,6752,882,339,4.152,0.078,0.156,-0.101,0.1,0.06,1.696,0.295,0.289,1.434,0.214,0.153,0.295,0.133,0.116,685.8,103.8,143.5,0.849,0.259,0.13,AAA-222-111-000-0-0,21.4,
1580,1580,1580,1580,1580,1580,247633783,04 49 32.065,+23 13 16.01,1,14.017,,,567-012082,04493206+2313159,,STAR,gri,rpm,1.3,2.6,-13.4,3,,,15.414,0.07,14.231,0.05,,,14.825,0.04,13.801,0.05,13.671,0.52,,,12.036,0.022,11.522,0.023,11.385,0.019,5258,481,267,3.855,0.651,0.558,-0.214,0.25,0.5,1.873,1.712,1.085,0.959,0.206,0.093,0.109,1.329,0.093,680.3,511.7,387,0.522,0.232,0.166,AAA-222-111-000-0-0,30.4,
1581,1581,1581,1581,1581,1581,247633856,05 05 42.920,+23 13 17.88,1,14.384,,,567-014035,05054292+2313178,,STAR,BV,rpm,14.6,4.8,-14.4,5.7,,,15.329,0.02,14.557,0.04,,,,,,,,,,,13.042,0.024,12.742,0.026,12.616,0.026,6205,275,196,4.269,0.105,0.147,-0.294,0.25,0.5,1.234,0.302,0.179,1.03,0.175,0.175,0.539,0.259,0.228,891.8,208.4,143.2,0.438,0.126,0.079,AAA-222-111-000-0-0,13.6,
1582,1582,1582,1582,1582,1582,247633878,04 58 04.047,+23 13 18.49,1,14.087,,,567-012970,04580404+2313185,,STAR,gri,rpm,17.3,5.8,-2.4,5.8,,,16.042,0.14,14.627,0.07,,,15.369,0.06,14.104,0.03,13.537,0.05,,,11.911,0.024,11.247,0.022,11.047,0.019,4973,186,248,3.102,0.495,0.693,-0.589,0.4,0.32,4.314,5.282,1.877,0.935,0.287,0.062,0.012,0.056,0.011,1350,1399,558,0.827,0.181,0.211,AAA-222-111-000-0-0,19.4,1132-0085585
1583,1583,1583,1583,1583,1583,247633888,04 32 13.988,+23 13 18.82,1,14.587,,,567-010896,04321398+2313188,4334-301-5-0177-0060,STAR,JHK,rpm,-0.6,2.4,-4.7,3.3,,,,,,,,,,,,,,,,,12.782,0.027,12.265,0.038,12.059,0.027,5415,802,445,3.786,0.585,0.819,-0.206,0.2,0.48,2.051,2.753,1.042,1.109,0.238,0.198,0.101,0.69,0.095,1100,1483,559.9,0.694,0.596,0.271,AAA-222-111-000-0-0,33,
1584,1584,1584,1584,1584,1584,247634015,04 55 27.438,+23 13 22.20,1,13.856,,,567-012713,04552743+2313222,,STAR,gri,rpm,-23.3,3,-27.8,3.4,,,15.106,0.03,14.171,0.04,,,14.632,0.05,13.829,0.03,13.524,0.1,,,12.447,0.023,12.11,0.024,11.955,0.024,5970,184,221,4.338,0.105,0.168,-0.409,0.2,0.4,1.038,0.25,0.148,0.896,0.089,0.074,0.769,0.355,0.35,548.2,113.3,93.9,0.515,0.118,0.101,AAA-222-111-000-0-0,6.9,
1585,1585,1585,1585,1585,1585,247634046,04 57 03.813,+23 13 23.13,1,14.589,,,567-012869,04570380+2313232,6505-301-2-0049-0165,STAR,gri,rpm,28,10,14,4,,,16.377,0.07,15.113,0.06,,,15.837,0.09,14.591,0.05,14.053,0.01,,,12.479,0.024,11.763,0.023,11.618,0.02,4234,180,128,4.748,0.045,0.054,-0.054,0.16,0.24,0.54,0.068,0.051,0.607,0.061,0.061,3.73,0.859,0.821,197.3,27.99,24.51,0.251,0.118,0.078,AAA-222-111-000-0-0,8.6,1132-0085123
1586,1586,1586,1586,1586,1586,247634090,04 31 01.995,+23 13 24.16,1,15.701,,,567-010855,04310199+2313242,,STAR,BV,rpm,-4.9,2.5,-14.5,3,,,16.989,0.17,15.897,0.062,,,,,,,,,,,13.272,0.03,12.77,0.03,12.616,0.024,5452,470,294,4.496,0.08,0.304,-0.19,0.2,0.36,0.866,0.417,0.113,0.89,0.107,0.089,1.283,0.468,0.864,585.4,283.7,96.24,0.572,0.323,0.202,AAA-222-111-000-0-0,11.8,
1587,1587,1587,1587,1587,1587,247634183,04 48 05.392,+23 13 26.58,1,14.94,,,567-011963,04480538+2313264,4334-301-1-0199-0170,STAR,gri,rpm,0.2,2.8,-3,3.2,,,16.725,0.08,15.41,0.1,,,16.037,0.04,14.927,0.06,14.47,0.04,,,13.047,0.022,12.449,0.026,12.306,0.021,4950,155,124,3.112,0.41,0.656,-0.395,0.25,0.35,4.39,5.056,1.671,1.11,0.191,0.191,0.01,0.029,0.009,2372,2620,882.2,0.563,0.14,0.1,AAA-222-111-000-0-0,11.9,
1588,1588,1588,1588,1588,1588,247634279,04 51 46.698,+23 13 29.13,1,14.444,,,567-012300,04514668+2313291,6003-301-4-0208-0309,STAR,gri,rpm,1.3,2.6,-17,2.9,,,15.895,0.04,14.741,0.06,,,15.353,0.06,14.304,0.07,14.054,0.33,,,12.546,0.021,12.085,0.022,11.939,0.021,5770,362,362,4.361,0.155,0.341,-0.107,0.16,0.28,1.087,0.586,0.231,0.992,0.142,0.101,0.768,0.629,0.536,539.4,269.5,120.7,0.702,0.251,0.215,AAA-222-111-000-0-0,29.6,
1589,1589,1589,1589,1589,1589,247634301,04 52 16.599,+23 13 29.87,1,15.3,,,567-012360,04521659+2313298,6003-301-4-0209-0307,STAR,BV,rpm,-6.2,3,-8.3,3.4,,,15.9,0.05,15.378,0.06,,,15.57,0.09,,,,,,,13.87,0.021,13.676,0.031,13.519,0.044,7100,733,458,4.181,0.09,0.126,-0.173,0.12,0.15,1.582,0.343,0.239,1.427,0.238,0.198,0.347,0.16,0.127,1872,399.5,329.2,0.504,0.306,0.153,AAA-222-111-000-0-0,21.1,
1590,1590,1590,1590,1590,1590,247634484,04 43 00.857,+23 13 34.33,1,11.606,,,567-011560,04430085+2313343,,STAR,gri,rpm,1.8,1.3,-6.6,1.5,,,14.158,0.01,12.364,0.02,,,13.298,0.07,11.71,0.03,10.881,0.04,,,8.935,0.019,8.076,0.065,7.87,0.029,4184,325,325,1.345,0.585,0.702,-0.486,0.4,0.4,31.731,29.856,15.382,1.02,0.3,0.115,3.02E-05,1.93E-04,2.74E-05,1738,1566,824,0.815,0.327,0.392,AAA-111-111-000-0-0,22.5,
1591,1591,1591,1591,1591,1591,247634489,04 50 03.474,+23 13 34.40,1,14.636,,,567-012127,04500346+2313344,6505-301-4-0040-0231,STAR,gri,rpm,20.5,2.5,-10.6,2.7,,,16.241,0.06,14.943,0.06,,,15.654,0.05,14.4,0.05,14.2,0.52,,,12.456,0.025,11.836,0.023,11.711,0.022,4645,191,343,4.654,0.117,0.045,-0.029,0.12,0.27,0.677,0.052,0.136,0.743,0.047,0.16,2.402,1.494,0.422,267.4,31.25,75.47,0.364,0.168,0.202,AAA-222-111-000-0-0,7.6,
1592,1592,1592,1592,1592,1592,247634497,04 50 13.332,+23 13 34.57,1,14.545,,,567-012145,04501333+2313346,6505-301-4-0041-0021,STAR,gri,rpm,3.9,2.7,-17,3,,,15.795,0.07,14.859,0.06,,,15.338,0.04,14.49,0.05,14.205,0.28,,,12.856,0.022,12.524,0.022,12.387,0.024,6118,200,251,4.287,0.105,0.147,-0.134,0.2,0.24,1.202,0.194,0.167,1.069,0.113,0.113,0.589,0.292,0.226,762.2,125.1,127.1,0.598,0.112,0.134,AAA-222-111-000-0-0,6,
1593,1593,1593,1593,1593,1593,247634500,04 48 56.990,+23 13 34.64,1,14.31,,,567-012023,04485698+2313346,,STAR,gri,lam,5.9,3,-22.4,3.4,,,15.827,0.08,14.635,0.06,,,15.232,0.04,14.207,0.05,13.915,0.4,,,12.411,0.022,11.887,0.023,11.75,0.02,5395,128,193,4.543,0.036,0.036,-0.099,0.12,0.12,0.836,0.054,0.06,0.896,0.052,0.063,1.533,0.227,0.198,390.8,35.74,38.96,0.361,0.126,0.09,AAA-222-111-000-0-0,39.2,
1594,1594,1594,1594,1594,1594,247634504,04 42 38.472,+23 13 34.71,1,16.446,,,,04423847+2313347,,STAR,JHK,rpm,20,5,-52,4,,,,,,,,,,,,,,,,,14.237,0.026,13.572,0.032,13.392,0.033,3952,482,219,4.908,0.085,0.119,-0.339,0.25,0.45,0.362,0.117,0.075,0.394,0.115,0.096,7.937,4.076,3.494,259.2,124.9,63.48,0.305,0.11,0.092,AAA-222-111-000-0-0,26,1132-0079462
1595,1595,1595,1595,1595,1595,247634621,04 50 26.475,+23 13 38.11,1,12.123,,,567-012166,04502646+2313380,,STAR,gri,rpm,0.2,2.1,-3.6,2.4,,,14.872,0.05,12.838,0.05,,,13.905,0.05,12.043,0.05,11.36,0.9,,,8.26,0.024,7.351,0.026,6.992,0.018,4072,216,216,1.459,0.33,0.385,-0.086,0.2,0.2,36.87,18.781,10.708,1.417,0.37,0.265,2.41E-05,4.98E-05,1.76E-05,1517,621.1,440.7,0.897,0.286,0.245,AAA-111-111-000-0-0,12.4,
1596,1596,1596,1596,1596,1596,247634663,04 55 10.245,+23 13 38.93,1,15.14,,,567-012674,04551023+2313391,6003-301-3-0213-0078,STAR,gri,rpm,15.2,3,-25.3,3.2,,,16.762,0.17,15.563,0.04,,,16.216,0.07,15.138,0.05,14.679,0.01,,,13.026,0.021,12.429,0.024,12.277,0.024,4894,237,237,4.621,0.045,0.054,-0.182,0.16,0.28,0.701,0.08,0.072,0.742,0.086,0.072,2.138,0.566,0.448,380.8,54.4,56.38,0.421,0.151,0.126,AAA-222-111-000-0-0,19.4,
1597,1597,1597,1597,1597,1597,247634667,04 50 09.193,+23 13 38.97,1,12.964,,,567-012137,04500918+2313389,,STAR,gri,lam,-2.9,2,-8,2.3,,,14.66,0.04,13.298,0.04,,,14.028,0.04,12.765,0.05,12.509,0.5,,,10.52,0.021,9.878,0.022,9.68,0.017,4920,59,78,2.959,0.12,0.168,-0.488,0.08,0.14,5.546,1.239,0.858,1.046,0.129,0.107,0.006,0.003,0.002,948.3,191.8,159.5,0.505,0.217,0.181,AAA-222-111-000-0-0,20.5,
1598,1598,1598,1598,1598,1598,247634699,04 51 48.691,+23 13 39.78,1,15.231,,,567-012306,04514868+2313398,6003-301-4-0209-0053,STAR,gri,rpm,14.4,3.1,-13.9,3.3,,,16.707,0.09,15.754,0.07,,,16.231,0.1,15.257,0.04,14.803,0.13,,,14.34,0.028,13.853,0.035,13.749,0.049,5494,478,341,4.538,0.06,0.192,-0.482,0.3,0.42,0.796,0.224,0.101,0.807,0.071,0.085,1.54,0.518,0.757,869,292.5,117.3,0.578,0.235,0.168,AAA-222-111-000-0-0,9.4,
1599,1599,1599,1599,1599,1599,247634798,04 32 07.222,+23 13 42.64,1,15.329,,,567-010888,04320720+2313423,4334-301-5-0177-0045,STAR,JHK,rpm,-12.4,2.5,-53.7,2.9,,,,,,,,,,,,,,,,,12.839,0.023,12.116,0.032,11.892,0.027,4125,209,251,4.806,0.065,0.091,-0.153,0.2,0.28,0.472,0.094,0.067,0.525,0.091,0.075,4.935,1.799,1.537,185.6,47.85,32.3,0.314,0.151,0.108,AAA-222-111-000-0-0,23,
1600,1600,1600,1600,1600,1600,247634812,04 47 49.102,+23 13 42.94,1,11.95,,1831-687-1,567-011944,04474909+2313430,,STAR,gri,lam,31,1.6,-5.5,1.8,,,12.532,0.317,11.634,0.183,,,12.156,0.19,11.439,0.18,11.861,0.9,,,10.039,0.02,9.653,0.02,9.545,0.017,5702,136,170,3.927,0.125,0.125,-0.211,0.15,0.12,1.77,0.427,0.299,1.046,0.133,0.051,0.166,0.094,0.069,316.9,46.95,47.17,0.312,0.071,0.061,AAA-222-111-000-0-0,22.3,
1601,1601,1601,1601,1601,1601,247634849,04 47 40.378,+23 13 43.83,1,13.572,,,567-011933,04474037+2313438,,STAR,gri,lam,8.1,3.1,-4.2,3.5,,,15.22,0.06,13.842,0.04,,,14.561,0.04,13.329,0.04,13.148,0.48,,,11.328,0.023,10.722,0.023,10.528,0.022,4837,96,77,3.15,0.15,0.21,-0.077,0.1,0.12,4.768,1.541,0.765,1.266,0.264,0.147,0.01,0.007,0.006,1138,367.8,182.7,0.541,0.218,0.156,AAA-222-111-000-0-0,15.7,
1602,1602,1602,1602,1602,1602,247634868,04 57 59.855,+23 13 44.35,1,15.777,,,567-012962,04575985+2313442,6003-301-2-0216-0214,STAR,BV,rpm,23.4,5.9,8.7,5.4,,,16.875,0.04,15.992,0.05,,,16.435,0.04,,,,,,,14.722,0.04,14.477,0.055,14.248,0.073,6134,268,268,4.317,0.14,0.168,-0.913,0.4,0.48,1.027,0.261,0.177,0.828,0.066,0.055,0.692,0.443,0.31,1578,394.8,315.8,0.45,0.14,0.094,AAA-222-111-000-0-0,5.9,
1603,1603,1603,1603,1603,1603,247635498,04 52 32.044,+23 14 01.27,1,15.358,,,567-012392,04523204+2314012,6003-301-4-0209-0523,STAR,BV,rpm,12.6,3.1,0.5,3.3,,,16.551,0.05,15.534,0.054,,,,,,,,,,,13.565,0.024,13.125,0.027,13.051,0.031,5692,322,268,4.452,0.08,0.256,-0.195,0.2,0.36,0.929,0.33,0.12,0.921,0.102,0.085,1.053,0.476,0.639,790.5,321,123.8,0.475,0.182,0.114,AAA-222-111-000-0-0,9.7,
1604,1604,1604,1604,1604,1604,247635562,04 58 46.370,+23 14 02.87,1,13.463,,,567-013045,04584636+2314030,,STAR,gri,lam,-1,3.4,-5.3,4,,,15.338,0.01,13.873,0.01,,,14.622,0.03,13.414,0.03,12.966,0.32,,,11.107,0.021,10.456,0.022,10.29,0.019,4831,97,97,2.672,0.16,0.192,-0.21,0.09,0.12,9.845,1.396,2.459,1.564,0.365,0.438,0.002,0.001,6.53E-04,2074,247.7,561.9,0.555,0.344,0.172,AAA-222-111-000-0-0,22.8,
1605,1605,1605,1605,1605,1605,247635588,05 05 28.963,+23 14 03.31,1,15.818,,,567-013994,05052896+2314033,,STAR,BV,rpm,-25.8,5.8,4.4,5.8,,,17.146,0.08,16.022,0.08,,,16.598,0.061,,,,,,,13.652,0.03,12.989,0.03,12.814,0.029,4131,569,316,4.797,0.1,0.16,-0.126,0.2,0.28,0.474,0.184,0.099,0.53,0.188,0.117,4.493,2.628,2.135,295.3,137.1,93.63,0.298,0.176,0.098,AAA-222-111-000-0-0,19.8,1132-0089330
1606,1606,1606,1606,1606,1606,247635775,04 38 26.446,+23 14 08.40,1,14.103,,,567-011156,04382645+2314084,,STAR,gri,lam,-3.2,3,-6.5,3.3,,,16.274,0.04,14.745,0.03,,,15.452,0.04,14.181,0.08,13.524,0.05,,,11.803,0.023,11.155,0.024,10.997,0.02,5024,80,80,3.439,0.13,0.13,-0.335,0.18,0.12,3.229,0.676,0.41,1.155,0.158,0.132,0.031,0.018,0.011,1005,214.4,129.7,0.471,0.24,0.1,AAA-222-111-000-0-0,23.5,
1607,1607,1607,1607,1607,1607,247635797,04 42 41.687,+23 14 08.85,1,9.486,,1830-1838-1,567-011528,04424169+2314087,,STAR,gri,rpm,1.1,0.8,-50.9,0.8,,,10.281,0.039,9.544,0.027,,,10.433,0.03,9.725,0.04,9.08,0.06,,,8.149,0.019,7.849,0.023,7.762,0.021,6070,195,244,4.102,0.231,0.126,0.121,0.06,0.12,1.56,0.401,0.398,1.218,0.191,0.038,0.279,0.398,0.107,114.6,38.17,22.23,0.42,0.063,0.174,AAA-111-111-000-0-0,16.8,
